Id,Partition,Code,Description,Type,Extra,Shop,ShopExtra,Brand,BrandType,,,,,
,Public,513SC13,Screw Conveyor ,Screw Conveyor,1,Packing,,,,,,,,
,Public,513SC15,Screw Conveyor ,Screw Conveyor,1,Packing,,,,,,,,
,Public,523SC13,Screw Conveyor ,Screw Conveyor,1,Packing,,,,,,,,
,Public,523SC15,Screw Conveyor ,Screw Conveyor,1,Packing,,,,,,,,
,Public,533SC13,Screw Conveyor ,Screw Conveyor,1,Packing,,,,,,,,
,Public,533SC15,Screw Conveyor ,Screw Conveyor,1,Packing,,,,,,,,
,Public,543SC13,Screw Conveyor,Screw Conveyor,1,Packing,,,,,,,,
,Public,543SC15,Screw Conveyor,Screw Conveyor,1,Packing,,,,,,,,
,Public,552SC04,SCREW,Screw Conveyor,1,Packing,,,,,,,,
,Public,553SC08,SCREW,Screw Conveyor,1,Packing,,,,,,,,
,Public,553SC12,SCREW,Screw Conveyor,1,Packing,,,,,,,,
,Public,553SC13,SCREW CONVEYOR,Screw Conveyor,1,Packing,,,,,,,,
,Public,5A2SC04,SCREW,Screw Conveyor,2,Packing,,,,,,,,
,Public,5A3SC08,SCREW,Screw Conveyor,2,Packing,,,,,,,,
,Public,5A3SC12,SCREW,Screw Conveyor,2,Packing,,,,,,,,
,Public,5A3SC13,SCREW CONVEYOR,Screw Conveyor,2,Packing,,,,,,,,
,Public,622SC27,Bag filter screw conveyor,Screw Conveyor,2,Coal2,,,,,,,,
,Public,623SC19,Double shaft screw conveyor,Screw Conveyor,2,Coal2,,,,,,,,
,Public,623SC33,Bag filter screw conveyor 1,Screw Conveyor,2,Coal2,,,,,,,,
,Public,623SC37,Bag filter screw conveyor 2,Screw Conveyor,2,Coal2,,,,,,,,
,Public,623SC41,Screw conveyor,Screw Conveyor,2,Coal2,,,,,,,,
,Public,623SC45,Screw conveyor,Screw Conveyor,2,Coal2,,,,,,,,
,Public,311SO01,Homo Silo,Silo,1,Homo,,,,,,,,
,Public,311SO07,Homo Silo,Silo,1,Homo,,,,,,,,
,Public,401SO01,Clinker Silo,Silo,1,Cooler1,,,,,,,,
,Public,401SO03,Clinker Silo,Silo,1,Cooler1,,,,,,,,
,Public,501SO05,Silo Cone,Silo,1,Packing,,,,,,,,
,Public,501SO19,Silo Cone,Silo,1,Packing,,,,,,,,
,Public,501SO33,Silo Cone,Silo,1,CMB,,,,,,,,
,Public,501SO47,Silo Cone,Silo,1,CMB,,,,,,,,
,Public,216SP41,Separator,Separator,1,RMA,,,,,,,,
,Public,226SP41,Separator,Separator,1,RMB,,,,,,,,
,Public,436SP18,Separator,Separator,2,CMC,,,,,,,,
,Public,322SZ08,Sampler,Sampler,2,Kiln2,,,,,,,,
,Public,334SZ23,Sampler,Sampler,2,Kiln2,,,,,,,,
,Public,418SZ09,Sampler For Cement Mill,Sampler,1,CMA,,,,,,,,
,Public,428SZ09,Sampler For Cement Mill,Sampler,1,CMB,,,,,,,,
,Public,436SZ28,SCREW SAMPLER,Sampler,2,CMC,,,,,,,,
,Public,314TC05,Evaporative Cooler,Cooling Tower,1,EP Filter,,,,,,,,
,Public,314TC57,Evaporative Cooler,Cooling Tower,1,EP Filter,,,,,,,,
,Public,315TC07,Gas Cond. Tower,Cooling Tower,1,Kiln1,,,,,,,,
,Public,230TF10,Transformer,Transformer,2,RMC,,,,,,,,
,Public,230TF40,Transformer,Transformer,2,RMC,,,,,,,,
,Public,320TF10,Transformer,Transformer,2,Kiln2,,,,,,,,
,Public,320TF40,Transformer,Transformer,2,Kiln2,,,,,,,,
,Public,321TF20,Transformer,Transformer,2,Kiln2,,,,,,,,
,Public,321TF40,Transformer,Transformer,2,Kiln2,,,,,,,,
,Public,430TF05,Transformer,Transformer,2,CMC,,,,,,,,
,Public,430TF10,Transformer,Transformer,2,CMC,,,,,,,,
,Public,430TF15,Transformer,Transformer,2,CMC,,,,,,,,
,Public,430TF40,Transformer,Transformer,2,CMC,,,,,,,,
,Public,620TF10,Transformer,Transformer,2,Coal2,,,,,,,,
,Public,620TF40,Transformer,Transformer,2,Coal2,,,,,,,,
,Public,900TF10,Transformer,Transformer,2,Utilities2,,,,,,,,
,Public,900TF40,Transformer,Transformer,2,Utilities2,,,,,,,,
,Public,516TG13,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,516TG15,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,526TG13,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,526TG15,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,536TG15,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,536TG17,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,546TG15,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,546TG17,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,556TG06,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,556TG07,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,5A6TG06,Bag Loader,Truck Loader,2,Packing,,,,,,,,
,Public,5A6TG07,Bag Loader,Truck Loader,2,Packing,,,,,,,,
,Public,316TH25,KILN HYDRAULIC THRUST,Hydraulic Thrust,1,Kiln1,,,,,,,,
,Public,326TH04,KILN HYDRAULIC THRUST,Hydraulic Thrust,2,Kiln2,,,,,,,,
,Public,315TK30,Water Head Tank,Tank,1,Kiln1,,,,,,,,
,Public,501TN57,Compressor Air Tank,Tank,1,Packing,,,,,,,,
,Public,501TN61,Compressor Air Tank,Tank,1,Packing,,,,,,,,
,Public,644TN07,Tank,Tank,1,Utilities1,,,,,,,,
,Public,644TN09,Tank,Tank,1,Utilities1,,,,,,,,
,Public,208VA03,Valve,Valve,1,Homo,,,,,,,,
,Public,208VA05,Shut-Off Gate,Valve,1,Homo,,,,,,,,
,Public,312VA13,Cut Off Valve (VV11) ,Valve,1,Homo,,,,,,,,
,Public,312VA30,Cut Off Valve (VV11) ,Valve,1,Homo,,,,,,,,
,Public,402VA37,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA39,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA41,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA43,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA45,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA47,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA49,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA51,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA53,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA55,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA57,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA59,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA61,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA63,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA65,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA67,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA69,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA71,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,432VA01,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA02,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA03,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA04,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA05,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA06,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA07,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA08,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA09,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA10,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,503VC01,Vacuum Cleaner,Vacuum Cleaner,1,Packing,,,,,,,,
,Public,503VC03,Vacuum Cleaner,Vacuum Cleaner,1,Packing,,,,,,,,
,Public,623VC10,Vacuum Cleaner,Vacuum Cleaner,2,Coal2,,,,,,,,
,Public,623VC20,Vacuum Cleaner,Vacuum Cleaner,2,Coal2,,,,,,,,
,Public,312VN40,Flow Control Gate,Valve,1,Homo,,,,,,,,
,Public,312VN71,Flow Control Gate,Valve,1,Homo,,,,,,,,
,Public,315VN51,Gas Cond. Tower Douple Flap Damper,Valve,1,Kiln1,,,,,,,,
,Public,315VN53,Flow Control Valve,Valve,1,Kiln1,,,,,,,,
,Public,317VN73,Gate Valve,Valve,1,Cooler1,,,,,,,,
,Public,317VN75,Gate Valve,Valve,1,Cooler1,,,,,,,,
,Public,334VN15,Flow Control Gate,Valve,2,RMC,,,,,,,,
,Public,334VN16,Flow Control Gate,Valve,2,RMC,,,,,,,,
,Public,200VV01,DIVERTER TO RAW MILLS,Valve,2,RMC,,,,,,,,
,Public,200VV04,DIVERTER TO HOPPERS RAW MILL 236MV15,Valve,2,RMC,,,,,,,,
,Public,202VV02,DIVERTER TO RAW MILLS,Valve,2,RMC,,,,,,,,
,Public,202VV07,DIVERTER TO RAW MILLS,Valve,2,RMC,,,,,,,,
,Public,316VV41,Kiln Burner Valve,Valve,1,Cooler1,,,,,,,,
,Public,322VV32,DIVERTER FOR RAW MATERIAL,Valve,2,Kiln2,,,,,,,,
,Public,322VV33,DIVERTER FOR RAW MATERIAL,Valve,2,Kiln2,,,,,,,,
,Public,325VV06,DOUBLE DUMP UNDER  325SC04,Valve,2,Kiln2,,,,,,,,
,Public,325VV28,BY-PASS,Valve,2,Kiln2,,,,,,,,
,Public,325VV57,BY-PASS,Valve,2,Kiln2,,,,,,,,
,Public,327VV26,SHUT OFF FLAP HEAT SHIELD FAN RIGHT,Valve,2,Cooler2,,,,,,,,
,Public,328VV04,DOUBLE FLAP 1,Valve,2,Cooler2,,,,,,,,
,Public,328VV05,DOUBLE FLAP 2,Valve,2,Cooler2,,,,,,,,
,Public,329VV02,DIVERTER TO CLINKER SILO / UNBURNT SILO,Valve,2,Cooler2,,,,,,,,
,Public,423VV01,DIVERTER,Valve,2,CMC,,,,,,,,
,Public,423VV09,DIVERTER,Valve,2,CMC,,,,,,,,
,Public,423VV20,DIVERTER,Valve,2,CMC,,,,,,,,
,Public,438VV11,BY-PASS ON AIR SLIDE,Valve,2,CMC,,,,,,,,
,Public,438VV12,BY-PASS ON AIR SLIDE,Valve,2,CMC,,,,,,,,
,Public,438VV14,BY-PASS ON AIR SLIDE,Valve,2,CMC,,,,,,,,
,Public,556VV03,SHIFTER BELT,Valve,1,Packing,,,,,,,,
,Public,5A6VV03,SHIFTER BELT,Valve,2,Packing,,,,,,,,
,Public,571WD05,Weigh Bridge,Weigh Bridge,1,Packing,,,,,,,,
,Public,572WD05,Weigh Bridge,Weigh Bridge,1,Packing,,,,,,,,
,Public,216WF05,Weigh Feeder For Raw mix,weigh Feeder,1,RMA,,,,,,,,
,Public,216WF11,Weigh Feeder For Pure Limestone,weigh Feeder,1,RMA,,,,,,,,
,Public,216WF13,Weigh Feeder For Iron Ore,weigh Feeder,1,RMA,,,,,,,,
,Public,216WF15,Weigh Feeder For Additive,weigh Feeder,1,RMA,,,,,,,,
,Public,226WF05,Additive Weigh Feeder For Raw Mill  ,weigh Feeder,1,RMB,,,,,,,,
,Public,226WF11,Weigh Feeder For Pure Limestone,weigh Feeder,1,RMB,,,,,,,,
,Public,226WF13,Weigh Feeder For Iron Ore,weigh Feeder,1,RMB,,,,,,,,
,Public,226WF15,Weigh Feeder For Additive,weigh Feeder,1,RMB,,,,,,,,
,Public,236WF00,weigh Feeder,weigh Feeder,2,RMC,,,,,,,,
,Public,322WF05,weigh Feeder,weigh Feeder,2,Kiln2,,,,,,,,
,Public,416WF13,Clinker weigh feeder,weigh Feeder,1,CMA,,,,,,,,
,Public,416WF15,Gypsuim weigh feeder,weigh Feeder,1,CMA,,,,,,,,
,Public,416WF17,Additive weigh feeder,weigh Feeder,1,CMA,,,,,,,,
,Public,426WF01,Clinker weigh feeder,weigh Feeder,1,CMB,,,,,,,,
,Public,426WF03,Gypsum weigh feeder,weigh Feeder,1,CMB,,,,,,,,
,Public,426WF05,Additive weigh feeder,weigh Feeder,1,CMB,,,,,,,,
,Public,436WF00,weigh Feeder,weigh Feeder,2,CMC,,,,,,,,
,Public,623WF05,Belt weightfeeder,weigh Feeder,2,Coal2,,,,,,,,
,Public,623WF13,Belt weightfeeder,weigh Feeder,2,Coal2,,,,,,,,
,Public,624WF15,weigh Feeder,weigh Feeder,2,Coal2,,,,,,,,
,Public,624WF21,weigh Feeder,weigh Feeder,2,Coal2,,,,,,,,
,Public,216XY21,Oil Spray,Spray System,1,CMA,,,,,,,,
,Public,316XY37,Support Bearing Oil,Spray System,1,Kiln1,,,,,,,,
,Public,317XY47,Secondary Air,Spray System,1,Cooler1,,,,,,,,
,Public,416XY21,Oil Spray Pump,Spray System,1,CMB,,,,,,,,
,Public,416XY33,Spray System,Spray System,1,CMA,,,,,,,,
,Public,426XY21,Oil Spray Pump,Spray System,1,CMB,,,,,,,,
,Public,426XY33,EP Outlet ,Spray System,1,CMB,,,,,,,,
,Public,516ZX11,Bag Deflector Device,Belt Conveyor,1,Packing,,,,,,,,
,Public,526ZX11,Bags Deflecting Device ,Belt Conveyor,1,Packing,,,,,,,,
,Public,536ZX13,Bags Deflecting Device Belt Drive ,Belt Conveyor,1,Packing,,,,,,,,
,Public,546ZX13,Bags Deflecting Device Belt Drive ,Belt Conveyor,1,Packing,,,,,,,,
,Public,613DA75,Waste Fan,Fan,1,Coal1,,,,,,,,
,Public,315FA39,Bypass Fan,Fan,1,Kiln1,,,,,,,,
,Public,913FS01,H.P. Water System Fir Pump 132KW 380V,Fire Fighting,1,Utilities1,,,,,,,,
,Public,105ST07,R.Mix Stacker Belt Conveyor,Belt Conveyor,1,RMA,,,,,,,,
,Public,10BQR09,Clay Reclaimer,Reclaimer,1,RMA,,,,,,,,
,Public,164CR01,Coares Clay Crusher,Crusher,1,RMA,,,,,,,,
,Public,216AF09,Apron Feeder For Pure Lime Stone 11Kw,Apron Conveyor,1,RMA,,,,,,,,
,Public,313FA77,New ID Fan # A,Fan,1,Kiln1,,,,,,,,
,Public,313FA79,New ID Fan # B,Fan,1,Kiln1,,,,,,,,
,Public,316DR27,Kiln Main Drive,Kiln,1,Kiln1,,,,,,,,
,Public,418CM13,Pnum. Pump Compressor 400KW 11KV,Compressor,1,CMA,,,,,,,,
,Public,418CM17,Pnum. Pump Compressor 400KW 11KV,Compressor,1,CMA,,,,,,,,
,Public,428CM13,Pnum. Pump Compressor 400KW 11KV,Compressor,1,CMB,,,,,,,,
,Public,428CM17,Pnum. Pump Compressor 400KW 11KV,Compressor,1,CMB,,,,,,,,
,Public,922CM01,Air Plant Compressor 250 KW 380V,Compressor,1,Utilities1,,,,,,,,
,Public,922CM02,COMPRESSOR MOTOR,Compressor,1,Utilities1,,,,,,,,
,Public,922CM03,Air Plant Compressor 250 KW 380V,Compressor,1,Utilities1,,,,,,,,
,Public,922CM04,COMPRESSOR MOTOR,Compressor,1,Utilities1,,,,,,,,
,Public,922CM05,Air Plant Compressor 250 KW 380V,Compressor,1,Utilities1,,,,,,,,
,Public,322VA31,Kiln Feed Gate,Gate,2,Kiln2,,,,,,,,
,Public,323BD09,Smoke Chamber,,2,Kiln2,,,,,,,,
,Public,323CA07,Cone Precalciner,,2,Kiln2,,,,,,,,
,Public,323CY01,Outlet Cyclone 1A,,2,Kiln2,,,,,,,,
,Public,323CY02,Outlet Cyclone 2,,2,Kiln2,,,,,,,,
,Public,323CY03,Outlet Cyclone 3,,2,Kiln2,,,,,,,,
,Public,323CY04,Outlet Cyclone 4,,2,Kiln2,,,,,,,,
,Public,323CY05,Outlet Cyclone 5,,2,Kiln2,,,,,,,,
,Public,323DB15,Preheater fresh air damper,,2,Kiln2,,,,,,,,
,Public,323VA01,Precalciner Hevey Oil Fuel,,2,Kiln2,,,,,,,,
,Public,324AG10,Main Stack,,2,Kiln2,,,,,,,,
,Public,324SN01,1PU6 Flow Red. Agent,,2,Kiln2,,,,,,,,
,Public,325AW39,CT Water,,2,Kiln2,,,,,,,,
,Public,325DA52,Bybass bin Filter Damper,,2,Kiln2,,,,,,,,
,Public,325DA62,Dilution Fan Damper,,2,Kiln2,,,,,,,,
,Public,325DC08,Bag Filter panel,,2,Kiln2,,,,,,,,
,Public,325DT14,CT Inlet,,2,Kiln2,,,,,,,,
,Public,325DT15,CT Hopper,,2,Kiln2,,,,,,,,
,Public,325HO25,By Pass Dust Bin,,2,Kiln2,,,,,,,,
,Public,325TC03,CT Spray Water Header 1,,2,Kiln2,,,,,,,,
,Public,325YW40,Bypass Bin,,2,Kiln2,,,,,,,,
,Public,326BD23,Firing Hood,,2,Kiln2,,,,,,,,
,Public,326DT25,Precalciner combustion,,2,Kiln2,,,,,,,,
,Public,326KI02,Upstream Bearing 3,,2,Kiln2,,,,,,,,
,Public,331SO01,Meal Storage Silo,,2,Kiln2,,,,,,,,
,Public,331VA08,Homo Silo Gate,,2,Kiln2,,,,,,,,
,Public,331VA11,Homo Silo Gate,,2,Kiln2,,,,,,,,
,Public,331VA14,Homo Silo Gate,,2,Kiln2,,,,,,,,
,Public,331VA17,Homo Silo Gate,,2,Kiln2,,,,,,,,
,Public,331VA20,Homo Silo Gate,,2,Kiln2,,,,,,,,
,Public,331VA23,Homo Silo Gate,,2,Kiln2,,,,,,,,
,Public,334AW02,Water Supply,,2,Kiln2,,,,,,,,
,Public,334DC25,Filter,,2,Kiln2,,,,,,,,
,Public,334DT03,Fresh Air Inlet,,2,Kiln2,,,,,,,,
,Public,334DT04,ID Fan,,2,Kiln2,,,,,,,,
,Public,334TN01,Tank,,2,Kiln2,,,,,,,,
,Public,334TR52,Opacimeter Dust Analysis,,2,Kiln2,,,,,,,,
,Public,633AB01,Alternative Fuel Calciner Pressure DSS,,2,DSS,,,,,,,,
,Public,634AB01,Alternative Fuel Main Burner Pressure DSS,,2,DSS,,,,,,,,
,Public,645HT07,Fuel Oil 2 Temperature,,2,Cooler2,,,,,,,,
,Public,645HT17,Fuel Oil 3 Temperature,,2,Cooler2,,,,,,,,
,Public,645PP05,Fuel Oil 2 Pressure 1,,2,Cooler2,,,,,,,,
,Public,645PU03,Heavey oil Low Load Pump Temperature,,2,Cooler2,,,,,,,,
,Public,645PU13,Heavey oil High Load Pump Temperature,,2,Cooler2,,,,,,,,
,Public,645VA06,Kiln Fuel Main Burner Flowrate(Hevey Oil),,2,Cooler2,,,,,,,,
,Public,652VA03,Precalciner burner Gas Flow,,2,Cooler2,,,,,,,,
,Public,324BP30,Auxiliary Burner HFO Flow,,2,Cooler2,,,,,,,,
,Public,327DR15,Grate Oil Tank Level,,2,Cooler2,,,,,,,,
,Public,328DT08,Cooler Gas Exit Temperature,,2,Cooler2,,,,,,,,
,Public,328TR15,Dust Emissions Analyzer Cooler Stack,,2,Cooler2,,,,,,,,
,Public,327GR02,Grate Plate Temp Kids Row2,,2,Cooler2,,,,,,,,
,Public,327GR03,Grate Plate Temp Row 10Left,,2,Cooler2,,,,,,,,
,Public,431SO01,Clinker Storage Silo Level,,2,Cooler2,,,,,,,,
,Public,431SO02,Unburnt Silo Level,,2,Cooler2,,,,,,,,
,Public,645HT03,Heavy Oil Temp,,2,Cooler2,,,,,,,,
,Public,652VA02,Kiln Burner Gas Flow rate,,2,Cooler2,,,,,,,,
,Public,622DC17,Filter17 Diff Pressure,,2,Coal2,,,,,,,,
,Public,622DC25,Filter25 Diff Pressure,,2,,,,,,,,,
,Public,623AG90,CO BEFOR MILL,,2,,,,,,,,,
,Public,623FA55,Mill Fan,,2,,,,,,,,,
,Public,623GB10,Oil Flow to Gearbox,,2,,,,,,,,,
,Public,623HO01,Silo1 Level,,2,,,,,,,,,
,Public,623HO09,Silo2 Level,,2,,,,,,,,,
,Public,623SP23,Classifier Upper Bearing,,2,,,,,,,,,
,Public,624SO01,Silo2,,2,,,,,,,,,
,Public,624SO19,Silo2,,2,,,,,,,,,
,Public,631SO01,DSS SILO Level,,2,,,,,,,,,
,Public,632AG92,CO DSS SILO,,2,,,,,,,,,
,Public,633WF23,Calciner DSS Dosing,,2,,,,,,,,,
,Public,634WF25,MB DSS Dosing,,2,,,,,,,,,
,Public,105BC11, Clay Belt Scale,,2,,,,,,,,,
,Public,202BC14,Belt Conveyor For Raw Mix ,,2,,,,,,,,,
,Public,216SM22,RM Rejects (t/h),,2,,,,,,,,,
,Public,314DA61,Exhaust fan outlet damper,,2,,,,,,,,,
,Public,226SM22,RM Rejects (t/h),,2,,,,,,,,,
,Public,314DA63,Exhaust fan outlet damper,,2,,,,,,,,,
,Public,236GG10,HGG Temperature 1,,2,,,,,,,,,
,Public,236WF05,Limstone Weigh Feeder,,2,,,,,,,,,
,Public,236WF07,Clay Weigh Feeder,,2,,,,,,,,,
,Public,236WF08,Sand Weigh Feeder,,2,,,,,,,,,
,Public,236WF09,Iron Ore Weigh,,2,,,,,,,,,
,Public,326DA24,Hot Gas Damper,,2,,,,,,,,,
,Public,334DT05,Mill Inlet 1 ,,2,,,,,,,,,
,Public,334DT07,Outlet Mill ,,2,,,,,,,,,
,Public,334DT08,Outlet Cyclone For DP,,2,,,,,,,,,
,Public,334DT09,Recirculation Fan,,2,,,,,,,,,
,Public,416WF01,Clinker Weigh Feeder,,2,CMA,,,,,,,,
,Public,416WF03,Gypsum Weigh Feeder,,2,CMA,,,,,,,,
,Public,416WF05,Additive Weigh Feeder,,2,CMA,,,,,,,,
,Public,436DC11,Bag Filter Differential,,2,CMC,,,,,,,,
,Public,436DC19,Filter,,2,CMC,,,,,,,,
,Public,436DT35,Cement Mill Outlet,,2,CMC,,,,,,,,
,Public,436DT36,Mill Filter Outlet,,2,CMC,,,,,,,,
,Public,436DT38,TSV Exit Draft,,2,CMC,,,,,,,,
,Public,436DT39,Mill Filter Outlet,,2,CMC,,,,,,,,
,Public,436DT40,TSV Inlet,,2,CMC,,,,,,,,
,Public,436SM26,CM Rejects (t/h),,2,CMC,,,,,,,,
,Public,436TR75,Dust Emissions Stack,,2,CMC,,,,,,,,
,Public,436WF05,Clinker Weigh Feeder,,2,CMC,,,,,,,,
,Public,436WF06,Gypsum Weigh Feeder,,2,CMC,,,,,,,,
,Public,436WF07,Slag  Weigh Feeder,,2,CMC,,,,,,,,
,Public,436WF08,Limestone Weigh Feeder,,2,CMC,,,,,,,,
,Public,642TN01,Main Oil Storage Tank A,,2,Utilities1,,,,,,,,
,Public,642TN03,Main Oil Storage Tank B,,2,Utilities1,,,,,,,,
,Public,910PP25,Potable Water Outlet Pump,,2,Utilities1,,,,,,,,
,Public,910PP29,Raw Water   ,,2,Utilities1,,,,,,,,
,Public,910PP41,Industriel Water Outlet Pump   ,,2,Utilities1,,,,,,,,
,Public,910TN23,Raw Water Storage Tank,,2,Utilities1,,,,,,,,
,Public,910TN51,Filtr Treated Wat. Storage,,2,Utilities1,,,,,,,,
,Public,911TS19,Potable Water Basin ,,2,Utilities1,,,,,,,,
,Public,912PU05,Industrial Water Inlet Cooler,,2,Utilities1,,,,,,,,
,Public,922TN07,Compressed Air Tank,,2,Utilities1,,,,,,,,
,Public,912RV01,Flow Meter Industrial Hot Water Tank,,2,Utilities1,,,,,,,,
,Public,316BP35,Thermal Oil Heater,,1,Cooler1,,,,,,,,
